date,kpi,value,injected_anomaly,anomaly_iqr,anomaly_zscore,anomaly_any,rolling_mean,rolling_std
2023-05-01,click_rate,0.137649,False,False,False,False,0.13506171428571428,0.007337311805250865
2023-05-02,click_rate,0.134766,False,False,False,False,0.13463535714285715,0.007153408166818115
2023-05-03,click_rate,0.135582,False,False,False,False,0.13493778571428572,0.007092982243344248
2023-05-04,click_rate,0.144414,False,False,False,False,0.13547092857142856,0.007523324832344287
2023-05-05,click_rate,0.142525,False,False,False,False,0.13667992857142858,0.007166411133403396
2023-05-06,click_rate,0.111797,False,True,False,True,0.13438342857142857,0.00944680382021261
2023-05-07,click_rate,0.130893,False,False,False,False,0.13350014285714287,0.00912575368316039
2023-05-08,click_rate,0.132017,False,False,False,False,0.13285492857142858,0.008866545129472252
2023-05-09,click_rate,0.051021,True,True,True,True,0.1277542142857143,0.02360882277121962
2023-05-10,click_rate,0.133923,False,False,False,False,0.12732364285714287,0.02342351138889546
2023-05-11,click_rate,0.14257,False,False,False,False,0.127742,0.023655268686180373
2023-05-12,click_rate,0.125046,False,False,False,False,0.12798935714285714,0.023603961716389735
2023-05-13,click_rate,0.135713,False,False,False,False,0.12815528571428572,0.023652961071513868
2023-05-14,click_rate,0.126319,False,False,False,False,0.12744535714285715,0.023539942100468465
2023-05-15,click_rate,0.12815,False,False,False,False,0.12676685714285713,0.023359419917906778
2023-05-16,click_rate,0.144275,False,False,False,False,0.12744607142857142,0.023744963218023222
2023-05-17,click_rate,0.129134,False,False,False,False,0.1269855,0.02363730529594791
2023-05-18,click_rate,0.136682,False,False,False,False,0.12643321428571427,0.023286489725155683
2023-05-19,click_rate,0.119198,False,False,False,False,0.124767,0.02287747099054172
2023-05-20,click_rate,0.147219,False,False,False,False,0.12729714285714283,0.0232877840371865
2023-05-21,click_rate,0.137794,False,False,False,False,0.12779007142857143,0.023442275471937418
2023-05-22,click_rate,0.131932,False,False,False,False,0.12778399999999998,0.02344110748565108
2023-05-23,click_rate,0.137648,False,False,False,False,0.13397164285714286,0.007903432317740171
2023-05-24,click_rate,0.122791,False,False,False,False,0.13317649999999998,0.008449797582919284
2023-05-25,click_rate,0.142271,False,False,False,False,0.13315514285714286,0.00842456906779349
2023-05-26,click_rate,0.185685,True,True,True,True,0.1374865,0.016061497821474546
2023-05-27,click_rate,0.131956,False,False,False,False,0.13721814285714287,0.016124670944082733
2023-05-28,click_rate,0.129846,False,False,False,False,0.13747007142857143,0.015968078235434842
2023-05-29,click_rate,0.077229,True,True,False,True,0.13383285714285714,0.022653996352680325
2023-05-30,click_rate,0.138849,False,False,False,False,0.1334452857142857,0.02250754837289576
2023-05-31,click_rate,0.135615,False,False,False,False,0.13390821428571428,0.022478685244808373
2023-06-01,click_rate,0.138645,False,False,False,False,0.13404842857142857,0.022503426722695747
2023-06-02,click_rate,0.133754,False,False,False,False,0.13508814285714285,0.02209711461100451
2023-06-03,click_rate,0.137736,False,False,False,False,0.13441078571428572,0.021840509712207083
2023-06-04,click_rate,0.130815,False,False,False,False,0.1339122857142857,0.021836995325254016
2023-06-05,click_rate,0.150752,False,False,False,False,0.13525657142857142,0.02228048772327065
2023-06-06,click_rate,0.122345,False,False,False,False,0.1341635,0.022528143433867866
2023-06-07,click_rate,0.14364,False,False,False,False,0.1356527142857143,0.02240732344716644
2023-06-08,click_rate,0.144523,False,False,False,False,0.13581357142857145,0.02246649451521529
2023-06-09,click_rate,0.127957,False,False,False,False,0.13169014285714284,0.01731649486586594
2023-06-10,click_rate,0.151154,False,False,False,False,0.13306142857142858,0.01808237143958507
2023-06-11,click_rate,0.141989,False,False,False,False,0.1339287857142857,0.018207074433090255
2023-06-12,click_rate,0.141897,False,False,False,False,0.13854792857142859,0.008130589348156303
2023-06-13,click_rate,0.134917,False,False,False,False,0.13826707142857145,0.008187105005990942
2023-06-14,click_rate,0.17692,True,True,False,True,0.14121742857142858,0.013116413239286771
2023-06-15,click_rate,0.13333,False,False,False,False,0.1408377857142857,0.01327258652653644
2023-06-16,click_rate,0.137929,False,False,False,False,0.14113599999999998,0.013147495110944471
2023-06-17,click_rate,0.14561,False,False,False,False,0.1416984285714286,0.013159273633883811
2023-06-18,click_rate,0.136564,False,False,False,False,0.14210907142857143,0.012880267636160434
2023-06-19,click_rate,0.128473,False,False,False,False,0.14051771428571427,0.013104623995595411
2023-06-20,click_rate,0.141599,False,False,False,False,0.141893,0.012015845608708059
2023-06-21,click_rate,0.142432,False,False,False,False,0.14180671428571429,0.012006669213582786
2023-06-22,click_rate,0.140543,False,False,False,False,0.14152242857142858,0.011984505000620224
2023-06-23,click_rate,0.141334,False,False,False,False,0.14247792857142857,0.011335450216462121
2023-06-24,click_rate,0.097046,True,True,False,True,0.13861307142857143,0.016290789844686387
2023-06-25,click_rate,0.098612,True,True,False,True,0.1355147142857143,0.01942314088293246
2023-06-26,click_rate,0.129569,False,False,False,False,0.13463414285714284,0.019390960395373552
2023-06-27,click_rate,0.123929,False,False,False,False,0.1338492857142857,0.019599877454203146
2023-06-28,click_rate,0.138086,False,False,False,False,0.13107542857142856,0.015315052679355332
2023-06-29,click_rate,0.103779,True,True,False,True,0.12896464285714285,0.01693152951701985
2023-06-30,click_rate,0.13324,False,False,False,False,0.1286297142857143,0.01678631652648885
2023-07-01,click_rate,0.114489,False,False,False,False,0.1264067857142857,0.016421363736016246
2023-07-02,click_rate,0.127417,False,False,False,False,0.12575342857142857,0.016166134363654664
2023-07-03,click_rate,0.145294,False,False,False,False,0.12695492857142857,0.01698800059528121
2023-07-04,click_rate,0.132019,False,False,False,False,0.12627064285714287,0.016539785760900396
2023-07-05,click_rate,0.139823,False,False,False,False,0.1260842857142857,0.016357377500116534
2023-07-06,click_rate,0.126804,False,False,False,False,0.12510292857142857,0.01582673027830441
2023-07-07,click_rate,0.148139,False,False,False,False,0.125589,0.01645557020025087
2023-07-08,click_rate,0.136383,False,False,False,False,0.1283987857142857,0.014442177345850977
2023-07-09,click_rate,0.139751,False,False,False,False,0.13133728571428568,0.011871839786321592
2023-07-10,click_rate,0.155132,False,False,False,False,0.1331632142857143,0.013441076308657924
2023-07-11,click_rate,0.149173,False,False,False,False,0.13496635714285715,0.013795587107182814
2023-07-12,click_rate,0.135611,False,False,False,False,0.13478957142857143,0.013768366070951804
2023-07-13,click_rate,0.133571,False,False,False,False,0.13691757142857144,0.010527673259734879
2023-07-14,click_rate,0.135686,False,False,False,False,0.13709228571428572,0.010482144675065858
2023-07-15,click_rate,0.142058,False,False,False,False,0.1390615,0.008264102936565737
2023-07-16,click_rate,0.13755,False,False,False,False,0.1397852857142857,0.007581334857383682
2023-07-17,click_rate,0.135478,False,False,False,False,0.13908414285714285,0.00748599027781636
2023-07-18,click_rate,0.149547,False,False,False,False,0.14033614285714285,0.007676791876590388
2023-07-19,click_rate,0.137787,False,False,False,False,0.14019071428571428,0.007706488060055687
2023-07-20,click_rate,0.155988,False,False,False,False,0.14227528571428572,0.007753825065273123
2023-07-21,click_rate,0.139517,False,False,False,False,0.14165942857142858,0.007593005462663949
2023-07-22,click_rate,0.152319,False,False,False,False,0.14279771428571428,0.00792825792707594
2023-07-23,click_rate,0.141701,False,False,False,False,0.142937,0.007887640117004916
2023-07-24,click_rate,0.146332,False,False,False,False,0.14230842857142859,0.007157942535439915
2023-07-25,click_rate,0.133761,False,False,False,False,0.14120757142857143,0.007205978401665889
2023-07-26,click_rate,0.132876,False,False,False,False,0.14101221428571428,0.007403734974047532
2023-07-27,click_rate,0.142808,False,False,False,False,0.141672,0.007094730037689449
2023-07-28,click_rate,0.146853,False,False,False,False,0.14246964285714286,0.006997036808064351
2023-07-29,click_rate,0.139816,False,False,False,False,0.1423095,0.007032748360349655
2023-07-30,click_rate,0.129939,False,False,False,False,0.14176585714285714,0.007692218384206881
2023-07-31,click_rate,0.129455,False,False,False,False,0.14133564285714287,0.008221181756780625
2023-08-01,click_rate,0.12902,False,False,False,False,0.13986942857142856,0.008470734576395167
2023-08-02,click_rate,0.12653,False,False,False,False,0.13906535714285714,0.00918755801327278
2023-08-03,click_rate,0.140668,False,False,False,False,0.13797107142857143,0.007828812931574135
2023-08-04,click_rate,0.148342,False,False,False,False,0.13860142857142857,0.008303740665083846
2023-08-05,click_rate,0.139858,False,False,False,False,0.13771135714285715,0.007331142440167281
2023-08-06,click_rate,0.123056,False,False,False,False,0.13637957142857143,0.00819345208278944
2023-08-07,click_rate,0.138626,False,False,False,False,0.13582914285714284,0.0077185019755942426
2023-08-08,click_rate,0.13888,False,False,False,False,0.13619478571428573,0.007734226301900571
2023-08-09,click_rate,0.155861,False,False,False,False,0.13783657142857142,0.009263852560556882
2023-08-10,click_rate,0.12925,False,False,False,False,0.13686814285714285,0.009411656797308827
2023-08-11,click_rate,0.137282,False,False,False,False,0.13618449999999999,0.0089677260967401
2023-08-12,click_rate,0.153036,False,False,False,False,0.13712878571428572,0.010014463580077727
2023-08-13,click_rate,0.143644,False,False,False,False,0.13810771428571428,0.009927049421644903
2023-08-14,click_rate,0.144517,False,False,False,False,0.13918357142857143,0.009731419974766025
2023-08-15,click_rate,0.141171,False,False,False,False,0.1400515,0.00928693225617426
2023-08-16,click_rate,0.142802,False,False,False,False,0.14121378571428572,0.008444543137239833
2023-08-17,click_rate,0.146172,False,False,False,False,0.14160692857142856,0.008544706696719799
2023-08-18,click_rate,0.134278,False,False,False,False,0.14060235714285715,0.008518666730342154
2023-08-19,click_rate,0.146939,False,False,False,False,0.14110814285714285,0.008679761533919887
2023-08-20,click_rate,0.130058,False,False,False,False,0.14160828571428571,0.0077067461898758524
2023-08-21,click_rate,0.067921,True,True,True,True,0.13655792857142857,0.021187728169733185
2023-08-22,click_rate,0.141689,False,False,False,False,0.13675857142857142,0.021224677214957136
2023-08-23,click_rate,0.135717,False,False,False,False,0.1353197142857143,0.02050052110567912
2023-08-24,click_rate,0.140157,False,False,False,False,0.1360987857142857,0.020459318588467095
2023-08-25,click_rate,0.135642,False,False,False,False,0.13598164285714287,0.020456717657634505
2023-08-26,click_rate,0.187975,True,True,False,True,0.13847728571428572,0.024440615139018632
2023-08-27,click_rate,0.105409,True,True,False,True,0.1357462142857143,0.025910885381596693
2023-08-28,click_rate,0.131963,False,False,False,False,0.1348495,0.02580099943427951
2023-08-29,click_rate,0.198869,True,True,False,True,0.13897078571428573,0.030977331051986967
2023-08-30,click_rate,0.131555,False,False,False,False,0.13816742857142858,0.031016144462854493
2023-08-31,click_rate,0.145485,False,False,False,False,0.13811835714285714,0.031003046750048845
2023-09-01,click_rate,0.131245,False,False,False,False,0.13790171428571427,0.03104251850763245
2023-09-02,click_rate,0.135817,False,False,False,False,0.1371072857142857,0.030935579820574956
2023-09-03,click_rate,0.135335,False,False,False,False,0.13748421428571428,0.030875171504172863
2023-09-04,click_rate,0.208024,True,True,False,True,0.14749157142857142,0.02925662400923225
2023-09-05,click_rate,0.142398,False,False,False,False,0.1475422142857143,0.02924641905543201
2023-09-06,click_rate,0.138279,False,False,False,False,0.1477252142857143,0.029174662292366454
2023-09-07,click_rate,0.108997,True,True,False,True,0.14549949999999998,0.03093210358125584
2023-09-08,click_rate,0.123948,False,False,False,False,0.14466421428571427,0.03137351213800629
2023-09-09,click_rate,0.139367,False,False,False,False,0.1411922142857143,0.028795477441855278
2023-09-10,click_rate,0.154608,False,False,False,False,0.14470642857142857,0.02704125456157199
2023-09-11,click_rate,0.140553,False,False,False,False,0.14531999999999998,0.026826462604043713
2023-09-12,click_rate,0.140001,False,False,False,False,0.14111514285714286,0.021959461033939327
2023-09-13,click_rate,0.143532,False,False,False,False,0.14197064285714284,0.021791020767586995
2023-09-14,click_rate,0.146065,False,False,False,False,0.14201207142857145,0.02179876609939299
2023-09-15,click_rate,0.124292,False,False,False,False,0.14151542857142857,0.02213948542142016
2023-09-16,click_rate,0.126579,False,False,False,False,0.14085557142857144,0.022457768300366977
2023-09-17,click_rate,0.140695,False,False,False,False,0.14123842857142857,0.022402033907366854
2023-09-18,click_rate,0.133676,False,False,False,False,0.13592785714285713,0.011522927017687142
2023-09-19,click_rate,0.148796,False,False,False,False,0.13638485714285714,0.011919326509478623
2023-09-20,click_rate,0.136509,False,False,False,False,0.13625842857142856,0.011907070728800545
2023-09-21,click_rate,0.124279,False,False,False,False,0.13735,0.009714217019795893
2023-09-22,click_rate,0.066643,True,True,True,True,0.1332567857142857,0.021144307763478604
2023-09-23,click_rate,0.117993,False,False,False,False,0.13173007142857143,0.021438784417550254
2023-09-24,click_rate,0.136772,False,False,False,False,0.13045607142857144,0.02048334702391665
2023-09-25,click_rate,0.169294,True,True,False,True,0.132509,0.02287392045035631
2023-09-26,click_rate,0.135167,False,False,False,False,0.1321637142857143,0.022788453329325685
2023-09-27,click_rate,0.146352,False,False,False,False,0.13236514285714288,0.022908813167583576
2023-09-28,click_rate,0.147159,False,False,False,False,0.1324432857142857,0.022960945110635674
2023-09-29,click_rate,0.136801,False,False,False,False,0.1333367857142857,0.02286252295848975
2023-09-30,click_rate,0.121978,False,False,False,False,0.13300814285714285,0.022999793791239925
2023-10-01,click_rate,0.142526,False,False,False,False,0.13313892857142856,0.02305201317911059
2023-10-02,click_rate,0.141971,False,False,False,False,0.13373142857142858,0.02317316303138437
2023-10-03,click_rate,0.140035,False,False,False,False,0.13310564285714285,0.022851110889027595
2023-10-04,click_rate,0.144985,False,False,False,False,0.13371107142857144,0.023059550280704742
2023-10-05,click_rate,0.128797,False,False,False,False,0.13403378571428573,0.022948744347009362
2023-10-06,click_rate,0.217272,True,True,False,True,0.144793,0.024199198813819663
2023-10-07,click_rate,0.130158,False,False,False,False,0.1456619285714286,0.02336695334297925
2023-10-08,click_rate,0.142884,False,False,False,False,0.1460985,0.023244861042488886
2023-10-09,click_rate,0.124522,False,False,False,False,0.1429005,0.022885231414268382
2023-10-10,click_rate,0.130114,False,False,False,False,0.14253957142857143,0.023055790875160232
2023-10-11,click_rate,0.148378,False,False,False,False,0.14268428571428574,0.02308789701729717
2023-10-12,click_rate,0.134964,False,False,False,False,0.14181321428571428,0.023136085501552883
2023-10-13,click_rate,0.143137,False,False,False,False,0.14226578571428572,0.023092427170889985
2023-10-14,click_rate,0.138533,False,False,False,False,0.14344828571428572,0.022386715938865927
2023-10-15,click_rate,0.189385,True,True,False,True,0.14679535714285713,0.0255216896372392
2023-10-16,click_rate,0.146826,False,False,False,False,0.14714214285714286,0.025484051147749282
2023-10-17,click_rate,0.134745,False,False,False,False,0.1467642857142857,0.02563629942222427
2023-10-18,click_rate,0.056215,True,True,False,True,0.14042357142857143,0.035275836252889305
2023-10-19,click_rate,0.130348,False,False,False,False,0.14053435714285714,0.03523892979604134
2023-10-20,click_rate,0.140436,False,False,False,False,0.13504607142857142,0.027502187567437324
2023-10-21,click_rate,0.1392,False,False,False,False,0.13569192857142856,0.027484731723587577
2023-10-22,click_rate,0.124414,False,False,False,False,0.13437264285714284,0.027556145185385066
2023-10-23,click_rate,0.13067,False,False,False,False,0.13481178571428573,0.027435812273457375
2023-10-24,click_rate,0.089205,True,True,False,True,0.1318897142857143,0.030030471741033453
2023-10-25,click_rate,0.133241,False,False,False,False,0.1308085,0.029661391760878404
2023-10-26,click_rate,0.125607,False,False,False,False,0.13014014285714287,0.02966597338536351
2023-10-27,click_rate,0.13116,False,False,False,False,0.12928464285714286,0.02943413140349175
2023-10-28,click_rate,0.130357,False,False,False,False,0.12870064285714286,0.029317398674106144
2023-10-29,click_rate,0.14156,False,False,False,False,0.12528457142857144,0.024008053926560885
2023-10-30,click_rate,0.141797,False,False,False,False,0.12492535714285714,0.023696554694746134
2023-10-31,click_rate,0.134593,False,False,False,False,0.12491450000000001,0.023691743838632495
2023-11-01,click_rate,0.168083,True,True,False,True,0.13290507142857141,0.016517804582488336
2023-11-02,click_rate,0.136662,False,False,False,False,0.13335607142857145,0.016528810676486042
2023-11-03,click_rate,0.129455,False,False,False,False,0.1325717142857143,0.01642723000868496
2023-11-04,click_rate,0.126949,False,False,False,False,0.13169664285714286,0.016373197514921608
2023-11-05,click_rate,0.128473,False,False,False,False,0.13198657142857143,0.016269931978082342
2023-11-06,click_rate,0.130741,False,False,False,False,0.13199164285714285,0.01626950108736792
2023-11-07,click_rate,0.126756,False,False,False,False,0.13467385714285715,0.01087358115842199
2023-11-08,click_rate,0.136682,False,False,False,False,0.13491964285714286,0.010877590878690667
2023-11-09,click_rate,0.140927,False,False,False,False,0.13601392857142858,0.01063659990833015
2023-11-10,click_rate,0.123542,False,False,False,False,0.13546978571428572,0.01108924443689999
2023-11-11,click_rate,0.135628,False,False,False,False,0.13584628571428572,0.010991351043354068
2023-11-12,click_rate,0.133788,False,False,False,False,0.13529114285714286,0.010876236657234637
2023-11-13,click_rate,0.138001,False,False,False,False,0.13502,0.010748132932675335
2023-11-14,click_rate,0.135348,False,False,False,False,0.13507392857142858,0.010747719754328403
2023-11-15,click_rate,0.124551,False,False,False,False,0.13196449999999998,0.005459281606021404
2023-11-16,click_rate,0.125998,False,False,False,False,0.1312027857142857,0.0054972616844634345
2023-11-17,click_rate,0.135702,False,False,False,False,0.131649,0.005597109088971155
2023-11-18,click_rate,0.143217,False,False,False,False,0.13281099999999998,0.006202260133953473
2023-11-19,click_rate,0.118918,False,False,False,False,0.1321285,0.007167020180607023
2023-11-20,click_rate,0.138144,False,False,False,False,0.13265728571428573,0.007328064078790173
2023-11-21,click_rate,0.144503,False,False,False,False,0.13392492857142857,0.007751455034272586
2023-11-22,click_rate,0.134467,False,False,False,False,0.13376671428571427,0.0077133633832017
